Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb),junk
4/5/2018 13:00,7.984,60.35,3.846,0.725,0.36,-19.19,-19.13,0.064,80.1,598.8,765,AF
4/5/2018 14:00,8.3,58.27,4.201,0.859,0.34,-18.9,-18.64,0.255,80.9,588.2,764.5,AF
4/5/2018 15:00,7.978,66.93,4.052,0.271,0.38,-18.82,-18.14,0.677,81.5,583.8,764,AF
4/5/2018 16:00,7.249,74.92,3.783,-0.014,0.228,-18.19,-17.81,0.382,81.7,514,763.5,AF
4/5/2018 17:00,6.798,85.3,5.06,0.063,0.299,-18.35,-17.67,0.683,82.2,502.5,763.1,AF
4/5/2018 18:00,5.109,93.1,3.093,0.118,0.267,-19.45,-18.98,0.473,82.2,451.5,762.7,AF
4/5/2018 19:00,3.56,94.6,3.118,0.118,0.173,-19.49,-19.84,-0.356,81.9,389.1,762.3,AF
4/5/2018 20:00,2.99,109.7,4.23,0.144,0.114,-20.3,-20.5,-0.199,81,235.3,762,AF
4/5/2018 21:00,2.677,90.6,9.69,0.057,0.185,-21.63,-21.41,0.221,80.8,121.5,761.6,AF
4/5/2018 22:00,2.427,76.04,4.194,-0.017,0.09,-23.21,-22.31,0.898,81.8,20.87,761.4,AF
4/5/2018 23:00,2.984,76.61,3.635,-0.055,0.136,-23.59,-22.47,1.121,82.4,0.497,761.1,AF
4/6/2018 0:00,3.418,73.41,3.527,-0.036,0.14,-25.31,-23.94,1.372,80.6,-0.009,761,AF
4/6/2018 1:00,4.168,77.64,6.935,-0.129,0.206,-26.42,-25.34,1.078,79.89,-0.009,760.9,AF
4/6/2018 2:00,3.955,72.84,4.237,-0.06,0.187,-25.47,-24.89,0.58,80.2,0.001,760.8,AF
4/6/2018 3:00,3.396,68.11,3.023,0.035,0.142,-24.31,-24.18,0.132,80.6,0,760.7,AF
4/6/2018 4:00,2.708,64.18,5.448,0.128,0.168,-22.91,-23.03,-0.12,81.5,0.002,760.4,AF
